 PPID   PID COMM
    1  2563 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    1  2564 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CAReportingService.xpc/Contents/MacOS/CAReportingService
    1  2565 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
  668  2566 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.70/Helpers/Google Chrome Helper (Plugin).app/Contents/MacOS/Google Chrome Helper (Plugin)
    1  2617 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    1  2627 /usr/sbin/spindump
    1  2628 /System/Library/CoreServices/SubmitDiagInfo
    1  2629 /usr/libexec/spindump_agent
    1  2742 /usr/libexec/ASPCarryLog
    1  2743 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
    1  2745 /System/Library/CoreServices/mapspushd
    1  2748 /usr/libexec/proactiveeventtrackerd
    1  2750 /usr/libexec/tipsd
    1  2751 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
    1  2752 /System/Library/CoreServices/ScopedBookmarkAgent
    1  2754 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
    1  2755 /usr/libexec/transparencyd
    1  2757 /usr/libexec/dprivacyd
    1  2766 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
    1  2771 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.privileged.xpc/Contents/MacOS/com.apple.StreamingUnzipService.privileged
    1  2785 cloudphotod
    1  2838 /usr/sbin/distnoted
    1  2839 /usr/sbin/distnoted
    1  2840 /usr/sbin/distnoted
    1  2881 /usr/libexec/periodic-wrapper
    1  2967 /usr/libexec/batteryintelligenced
    1  2968 /usr/libexec/tzd
    1  2978 /usr/libexec/appleaccountd
    1  2979 /usr/libexec/silhouette
    1  2980 /usr/libexec/proactived
    1  2991 /usr/bin/sysdiagnose
    1  2992 /System/Applications/Mail.app/Contents/PlugIns/MailCacheDelete.appex/Contents/MacOS/MailCacheDelete
    1  2995 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
    1  3001 /System/Library/PrivateFrameworks/StorageKit.framework/Resources/storagekitd
    1  3127 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Contents/MacOS/media-indexer
    1  3132 /usr/libexec/periodic-wrapper
    1  3166 /System/Library/PrivateFrameworks/PodcastServices.framework/XPCServices/PodcastContentService.xpc/Contents/MacOS/PodcastContentService
    1  3194 /System/Library/PrivateFrameworks/BookKit.framework/Versions/A/XPCServices/com.apple.BKAgentService.xpc/Contents/MacOS/com.apple.BKAgentService
    1  3268 /usr/libexec/DataDetectorsSourceAccess
    1  3402 /usr/libexec/metrickitd
    1  3437 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
    1  3477 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
    1  3483 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
    1  3486 /usr/libexec/applessdstatistics
    1  3561 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  3643 /usr/libexec/mlruntimed
    1  4294 /usr/sbin/netbiosd
    1  4477 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
    1  4479 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    1  5583 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  5952 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  6073 /bin/sh
 6073  6197 /usr/local/mysql/bin/mysqld
    1  6322 /usr/sbin/distnoted
    1  6613 /Applications/MySQLWorkbench.app/Contents/MacOS/MySQLWorkbench
    1  6647 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  6851 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
    1  6854 /System/Library/CoreServices/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
    1  7171 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
  668  7194 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.70/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
    1  7258 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    1  7266 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/ExternalQuickLookSatellite-x86_64.xpc/Contents/MacOS/ExternalQuickLookSatellite-x86_64
    1  7267 /System/Library/Frameworks/QuickLookThumbnailing.framework/Versions/A/PlugIns/ThumbnailExtension_macOS.appex/Contents/MacOS/ThumbnailExtension_macOS
    1  7268 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  7271 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
    1  7273 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  7275 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  7276 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  7278 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
    1  7279 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  7285 /System/Applications/Preview.app/Contents/MacOS/Preview
    1  7286 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
    1  7293 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
    1  7294 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.MobileDocumentsFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.MobileDocumentsFileProvider
    1  7295 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  7296 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    1  7297 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
    1  7298 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
    1  7310 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  668  7313 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.70/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
  668  7315 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.70/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
  668  7319 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.70/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
    1  8364 /usr/libexec/remindd
    1  8648 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/ExternalQuickLookSatellite-x86_64.xpc/Contents/MacOS/ExternalQuickLookSatellite-x86_64
    1  8649 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    1  8714 /Applications/Visual Studio Code.app/Contents/MacOS/Electron
    1  8716 /Applications/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
 8714  8717 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU)
 8714  8718 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
 8714  8719 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer)
    1  8884 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
 8714  9057 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
 8714 10393 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
 8714 10394 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
10394 10408 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
10394 10422 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
10394 10423 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
    1 10432 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
10394 10434 /Users/sachin/.vscode/extensions/oracle.sql-developer-25.1.1-darwin-x64/dbtools/jdk/Contents/Home/bin/java
10394 10437 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
10394 10440 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
10394 10443 /Users/sachin/.vscode/extensions/sonarsource.sonarlint-vscode-4.24.0-darwin-x64/jre/21.0.7-macosx-x86_64.tar/bin/java
    1 10653 /Applications/Visual Studio Code.app/Contents/Frameworks/Squirrel.framework/Resources/ShipIt
10394 10720 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
 8714 11217 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
    1 13348 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
    1 13355 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  668 16059 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.70/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
    1 16328 /usr/libexec/ReportMemoryException
    1 16440 master
16440 16441 pickup
16440 16442 qmgr
16440 16443 cleanup
16440 16444 trivial-rewrite
16440 16445 local
    1 16459 /System/Library/PrivateFrameworks/UserFS.framework/livefileproviderd
11217 13510 /bin/zsh
    1 13996 /bin/zsh
    1 14438 /bin/zsh
    1 14439 /bin/zsh
13996 14441 /Users/sachin/.cache/gitstatus/gitstatusd-darwin-x86_64
13510 16461 /bin/zsh
16461 16463 ps
